"selection1_batsmen_name","selection1_batsmen_Out_NotOut","selection1_batsmen_Runs","selection1_batsmen_Balls","selection1_batsmen_Fours","selection1_batsmen_Sixes","selection1_batsmen_Strike_Rate","selection1_batsmen_Team","selection1_batsmen_Match_No"
"Sunil Narine","c Agarwal b Kumar","1","2","0","0","50.00","Kolkata Knight Riders","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Shardul Thakur","c Abdul Samad b Natarajan","8","6","1","0","133.33","Kolkata Knight Riders","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Anukul Roy","not out","13","7","2","0","185.71","Kolkata Knight Riders","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Harshit Rana","run out (†Klaasen/Natarajan)","0","1","0","0","0.00","Kolkata Knight Riders","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Vaibhav Arora","not out","2","1","0","0","200.00","Kolkata Knight Riders","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Varun Chakravarthy","","Did not bat:","","","","","",""
"Abhishek Sharma","c Russell b Thakur","9","10","1","0","90.00","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Mayank Agarwal","c †Rahmanullah Gurbaz b Harshit Rana","18","11","2","1","163.63","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Rahul Tripathi","c Arora b Russell","20","9","3","1","222.22","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Aiden Markram (c)","c Singh b Arora","41","40","4","0","102.50","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Harry Brook","lbw b AS Roy","0","4","0","0","0.00","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Heinrich Klaasen †","c Russell b Thakur","36","20","1","3","180.00","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Abdul Samad","c AS Roy b Varun","21","18","3","0","116.66","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Marco Jansen","c †Rahmanullah Gurbaz b Arora","1","4","0","0","25.00","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Bhuvneshwar Kumar","not out","5","5","1","0","100.00","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Mayank Markande","not out","1","2","0","0","50.00","Sunrisers Hyderabad","47th Match (N), Hyderabad, May 04, 2023,
Indian Premier League"
"Kartik Tyagi","","Did not bat:","","","","","",""
"Yashasvi Jaiswal","run out (Sharma/Rashid Khan)","14","11","1","1","127.27","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Jos Buttler","c Sharma b Pandya","8","6","2","0","133.33","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Sanju Samson (c)†","c Pandya b Little","30","20","3","1","150.00","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Devdutt Padikkal","b Noor Ahmad","12","12","1","0","100.00","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Ravichandran Ashwin","b Rashid Khan","2","6","0","0","33.33","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Riyan Parag","lbw b Rashid Khan","4","6","0","0","66.66","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Shimron Hetmyer","lbw b Rashid Khan","7","13","0","0","53.84","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Dhruv Jurel","lbw b Noor Ahmad","9","8","1","0","112.50","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Trent Boult","b Mohammed Shami","15","11","1","1","136.36","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Adam Zampa","run out (Manohar)","7","9","0","0","77.77","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Sandeep Sharma","not out","2","5","0","0","40.00","Rajasthan Royals","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Yuzvendra Chahal","","Did not bat:","","","","","",""
"Wriddhiman Saha †","not out","41","34","5","0","120.58","Gujarat Titans","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Shubman Gill","st †Samson b Chahal","36","35","6","0","102.85","Gujarat Titans","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Hardik Pandya (c)","not out","39","15","3","3","260.00","Gujarat Titans","48th Match (N), Jaipur, May 05, 2023,
Indian Premier League"
"Rashid Khan,","","Did not bat:","","","","","",""
"David Miller,","","Did not bat:","","","","","",""
"Vijay Shankar,","","Did not bat:","","","","","",""
"Rahul Tewatia,","","Did not bat:","","","","","",""
"Abhinav Manohar,","","Did not bat:","","","","","",""
"Noor Ahmad,","","Did not bat:","","","","","",""
"Mohammed Shami,","","Did not bat:","","","","","",""
"Josh Little","","Did not bat:","","","","","",""
"Cameron Green","b Deshpande","6","4","1","0","150.00","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Ishan Kishan †","c Theekshana b Chahar","7","9","1","0","77.77","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Rohit Sharma (c)","c Jadeja b Chahar","0","3","0","0","0.00","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Nehal Wadhera","b Pathirana","64","51","8","1","125.49","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Suryakumar Yadav","b Jadeja","26","22","3","0","118.18","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Tristan Stubbs","c Jadeja b Pathirana","20","21","2","0","95.23","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Tim David","c Gaikwad b Deshpande","2","4","0","0","50.00","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Arshad Khan","c Gaikwad b Pathirana","1","2","0","0","50.00","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Jofra Archer","not out","3","2","0","0","150.00","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Piyush Chawla","not out","2","2","0","0","100.00","Mumbai Indians","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Akash Madhwal","","Did not bat:","","","","","",""
"Ruturaj Gaikwad","c †Ishan Kishan b Chawla","30","16","4","2","187.50","Chennai Super Kings","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Devon Conway","lbw b Madhwal","44","42","4","0","104.76","Chennai Super Kings","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Ajinkya Rahane","lbw b Chawla","21","17","1","1","123.52","Chennai Super Kings","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Ambati Rayudu","c Goyal b Stubbs","12","11","0","1","109.09","Chennai Super Kings","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Shivam Dube","not out","26","18","0","3","144.44","Chennai Super Kings","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"MS Dhoni (c)†","not out","2","3","0","0","66.66","Chennai Super Kings","49th Match (D/N), Chennai, May 06, 2023,
Indian Premier League"
"Moeen Ali,","","Did not bat:","","","","","",""
"Ravindra Jadeja,","","Did not bat:","","","","","",""
"Deepak Chahar,","","Did not bat:","","","","","",""
"Matheesha Pathirana,","","Did not bat:","","","","","",""
"Tushar Deshpande","","Did not bat:","","","","","",""
"Virat Kohli","c Ahmed b Mukesh Kumar","55","46","5","0","119.56","Royal Challengers Bangalore","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Faf du Plessis (c)","c AR Patel b Marsh","45","32","5","1","140.62","Royal Challengers Bangalore","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Glenn Maxwell","c †Salt b Marsh","0","1","0","0","0.00","Royal Challengers Bangalore","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Mahipal Lomror","not out","54","29","6","3","186.20","Royal Challengers Bangalore","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Dinesh Karthik †","c Warner b Ahmed","11","9","0","1","122.22","Royal Challengers Bangalore","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Anuj Rawat","not out","8","3","0","1","266.66","Royal Challengers Bangalore","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Kedar Jadhav,","","Did not bat:","","","","","",""
"Wanindu Hasaranga,","","Did not bat:","","","","","",""
"Karn Sharma,","","Did not bat:","","","","","",""
"Mohammed Siraj,","","Did not bat:","","","","","",""
"Josh Hazlewood","","Did not bat:","","","","","",""
"David Warner (c)","c du Plessis b Hazlewood","22","14","3","1","157.14","Delhi Capitals","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Phil Salt †","b Sharma","87","45","8","6","193.33","Delhi Capitals","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Mitchell Marsh","c Lomror b Patel","26","17","3","1","152.94","Delhi Capitals","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Rilee Rossouw","not out","35","22","1","3","159.09","Delhi Capitals","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Axar Patel","not out","8","3","0","1","266.66","Delhi Capitals","50th Match (N), Delhi, May 06, 2023,
Indian Premier League"
"Aman Hakim Khan,","","Did not bat:","","","","","",""
"Manish Pandey,","","Did not bat:","","","","","",""
"Kuldeep Yadav,","","Did not bat:","","","","","",""
"Mukesh Kumar,","","Did not bat:","","","","","",""
"Khaleel Ahmed,","","Did not bat:","","","","","",""
"Ripal Patel","","Did not bat:","","","","","",""
"Wriddhiman Saha †","c sub (PN Mankad) b Avesh Khan","81","43","10","4","188.37","Gujarat Titans","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Shubman Gill","not out","94","51","2","7","184.31","Gujarat Titans","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Hardik Pandya (c)","c Pandya b Mohsin Khan","25","15","1","2","166.66","Gujarat Titans","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"David Miller","not out","21","12","2","1","175.00","Gujarat Titans","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Vijay Shankar,","","Did not bat:","","","","","",""
"Rashid Khan,","","Did not bat:","","","","","",""
"Rahul Tewatia,","","Did not bat:","","","","","",""
"Abhinav Manohar,","","Did not bat:","","","","","",""
"Mohit Sharma,","","Did not bat:","","","","","",""
"Mohammed Shami,","","Did not bat:","","","","","",""
"Noor Ahmad","","Did not bat:","","","","","",""
"Kyle Mayers","c Rashid Khan b Sharma","48","32","7","2","150.00","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Quinton de Kock †","b Rashid Khan","70","41","7","3","170.73","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Deepak Hooda","c Tewatia b Mohammed Shami","11","11","0","0","100.00","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Marcus Stoinis","c Mohammed Shami b Sharma","4","9","0","0","44.44","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Nicholas Pooran","c Mohammed Shami b Noor Ahmad","3","6","0","0","50.00","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Ayush Badoni","c Noor Ahmad b Sharma","21","11","1","2","190.90","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Swapnil Singh","not out","2","4","0","0","50.00","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Krunal Pandya (c)","c Miller b Sharma","0","1","0","0","0.00","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Ravi Bishnoi","not out","4","5","1","0","80.00","Lucknow Super Giants","51st Match (D/N), Ahmedabad, May 07, 2023,
Indian Premier League"
"Mohsin Khan,","","Did not bat:","","","","","",""
"Avesh Khan","","Did not bat:","","","","","",""
"Yashasvi Jaiswal","c Natarajan b Jansen","35","18","5","2","194.44","Rajasthan Royals","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Jos Buttler","lbw b Kumar","95","59","10","4","161.01","Rajasthan Royals","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Sanju Samson (c)†","not out","66","38","4","5","173.68","Rajasthan Royals","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Shimron Hetmyer","not out","7","5","0","0","140.00","Rajasthan Royals","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Joe Root,","","Did not bat:","","","","","",""
"Dhruv Jurel,","","Did not bat:","","","","","",""
"Ravichandran Ashwin,","","Did not bat:","","","","","",""
"Sandeep Sharma,","","Did not bat:","","","","","",""
"Murugan Ashwin,","","Did not bat:","","","","","",""
"Kuldip Yadav,","","Did not bat:","","","","","",""
"Yuzvendra Chahal","","Did not bat:","","","","","",""
"Anmolpreet Singh","c Hetmyer b Chahal","33","25","4","1","132.00","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Abhishek Sharma","c Chahal b R Ashwin","55","34","5","2","161.76","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Rahul Tripathi","c Jaiswal b Chahal","47","29","2","3","162.06","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Heinrich Klaasen †","c Buttler b Chahal","26","12","2","2","216.66","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Aiden Markram (c)","lbw b Chahal","6","5","1","0","120.00","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Glenn Phillips","c Hetmyer b Yadav","25","7","1","3","357.14","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Abdul Samad","not out","17","7","0","2","242.85","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Marco Jansen","not out","3","2","0","0","150.00","Sunrisers Hyderabad","52nd Match (N), Jaipur, May 07, 2023,
Indian Premier League"
"Vivrant Sharma,","","Did not bat:","","","","","",""
"Mayank Markande,","","Did not bat:","","","","","",""
"Bhuvneshwar Kumar","","Did not bat:","","","","","",""
"Prabhsimran Singh","c †Rahmanullah Gurbaz b Harshit Rana","12","8","3","0","150.00","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Shikhar Dhawan (c)","c Arora b Rana","57","47","9","1","121.27","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Bhanuka Rajapaksa","c †Rahmanullah Gurbaz b Harshit Rana","0","3","0","0","0.00","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Liam Livingstone","lbw b Varun","15","9","3","0","166.66","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Jitesh Sharma †","c †Rahmanullah Gurbaz b Varun","21","18","0","2","116.66","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Sam Curran","c †Rahmanullah Gurbaz b Suyash Sharma","4","9","0","0","44.44","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Rishi Dhawan","b Varun","19","11","1","1","172.72","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"M Shahrukh Khan","not out","21","8","3","1","262.50","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Harpreet Brar","not out","17","9","2","1","188.88","Punjab Kings","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Rahul Chahar,","","Did not bat:","","","","","",""
"Arshdeep Singh","","Did not bat:","","","","","",""
"Jason Roy","c Shahrukh Khan b Harpreet Brar","38","24","8","0","158.33","Kolkata Knight Riders","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Rahmanullah Gurbaz †","lbw b Ellis","15","12","1","1","125.00","Kolkata Knight Riders","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Nitish Rana (c)","c Livingstone b Chahar","51","38","6","1","134.21","Kolkata Knight Riders","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Venkatesh Iyer","c Livingstone b Chahar","11","13","0","0","84.61","Kolkata Knight Riders","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Andre Russell","run out (†Sharma/Arshdeep Singh)","42","23","3","3","182.60","Kolkata Knight Riders","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Rinku Singh","not out","21","10","2","1","210.00","Kolkata Knight Riders","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Shardul Thakur","not out","0","0","0","0","-","Kolkata Knight Riders","53rd Match (N), Eden Gardens, May 08, 2023,
Indian Premier League"
"Sunil Narine,","","Did not bat:","","","","","",""
"Harshit Rana,","","Did not bat:","","","","","",""
"Vaibhav Arora,","","Did not bat:","","","","","",""
"Varun Chakravarthy","","Did not bat:","","","","","",""
"Virat Kohli","c †Ishan Kishan b Behrendorff","1","4","0","0","25.00","Royal Challengers Bangalore","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League"
"Faf du Plessis (c)","c sub (Vishnu Vinod) b Green","65","41","5","3","158.53","Royal Challengers Bangalore","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League"
"Anuj Rawat","c Green b Behrendorff","6","4","1","0","150.00","Royal Challengers Bangalore","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League"
"Glenn Maxwell","c Wadhera b Behrendorff","68","33","8","4","206.06","Royal Challengers Bangalore","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League"
